Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
0,12601.479281862936,North,Zone 6,4,1,2,4035,0,20,0,0,0,105,16.0,0,0,0,0,28,3069
0,60726.802725733425,North,Zone 5,1,2,2,4861,1,26,0,0,1,83,24.0,39,1,4,5,17,51094
1,16267.239032466181,West,Zone 5,2,0,3,3961,0,48,0,0,1,72,43.0,5,0,1,5,10,6085
0,34043.93940856986,West,Zone 6,1,0,4,4090,1,61,0,0,1,133,29.0,19,0,4,5,23,25136
0,41065.635178622746,South,Zone 3,5,0,4,5606,1,28,0,0,0,94,23.0,25,0,1,5,19,31068
1,57305.51208067057,North,Zone 6,4,0,2,6198,1,38,0,0,0,225,22.0,35,0,0,6,13,47074
0,14998.280657555535,North,Zone 4,5,4,2,4639,0,64,0,0,1,99,33.0,5,0,2,1,26,6104
0,24819.22386607772,North,Zone 5,0,3,4,4461,0,37,0,0,1,232,36.0,11,0,0,2,24,14117
0,25584.756770126456,North,Zone 6,7,2,4,8237,0,56,0,0,1,219,28.0,13,1,2,4,23,16131
0,46672.88415364749,North,Zone 6,4,1,4,4230,1,46,1,0,1,155,32.0,26,1,3,4,28,35118
0,25525.82283326878,West,Zone 6,3,0,5,4397,1,28,0,0,0,100,30.0,11,1,0,3,23,15092
0,48414.61406307574,West,Zone 5,1,0,4,5674,1,15,0,0,1,149,32.0,30,0,2,5,14,37104
0,34246.77702519068,West,Zone 4,6,0,4,4672,1,43,0,0,1,219,26.0,19,0,0,5,26,25078
0,23702.968952492145,West,Zone 4,7,0,4,4061,0,33,0,1,0,176,31.0,11,0,1,2,26,13121
0,48053.775561777824,South,Zone 2,7,1,2,4397,1,58,0,0,1,158,36.0,33,0,2,3,1,39125
0,39403.8831951159,West,Zone 6,4,0,6,4528,1,32,0,0,1,251,23.0,24,0,0,3,6,30134
0,34771.0788407459,North,Zone 6,4,0,4,3824,0,45,0,0,1,117,26.0,20,1,2,5,23,24148
0,38936.26822708416,West,Zone 1,0,0,3,3308,1,34,0,0,1,149,32.0,20,0,3,1,3,28093
0,49870.88137507577,West,Zone 6,4,0,4,4362,1,70,1,0,1,187,28.0,32,0,2,6,15,40115
0,19694.536684307015,South,Zone 4,8,0,3,3196,1,22,0,0,1,222,24.0,9,1,1,4,20,10107
0,36660.54324914685,South,Zone 4,4,0,2,7405,1,40,0,0,1,164,25.0,20,0,3,4,26,25055
0,18000.94759913898,North,Zone 6,4,4,4,3884,1,59,0,0,0,177,19.0,0,1,0,0,28,7110
0,32690.550645806958,West,Zone 1,4,0,4,4039,1,69,0,0,1,101,22.0,19,0,1,4,30,22076
1,17732.4091491832,North,Zone 4,2,2,4,5267,0,48,0,0,0,100,23.0,6,0,1,4,26,7100
0,27999.326467238014,North,Zone 2,4,0,2,5233,0,47,0,0,0,122,20.0,16,0,2,2,1,19129
0,40342.67835288365,West,Zone 4,8,3,2,4533,0,30,0,0,1,200,32.0,23,1,3,5,11,30070
0,39053.21531539463,South,Zone 2,0,0,2,3598,1,41,0,0,1,237,28.0,21,0,3,1,32,30130
0,39129.329891557536,South,Zone 2,8,0,2,4869,1,51,0,0,1,183,32.0,22,0,3,2,12,28133
0,43258.08564925528,West,Zone 6,7,3,4,4732,1,47,0,0,1,105,31.0,26,1,1,5,8,32095
0,30966.588461919437,West,Zone 4,0,2,4,5164,0,37,0,0,1,147,29.0,17,0,3,4,26,22116
0,23998.644017591905,West,Zone 5,5,0,4,3929,0,29,0,0,1,78,29.0,10,1,3,1,14,15123
0,17017.772109486537,South,Zone 4,5,3,2,4071,1,67,0,0,0,81,24.0,6,0,2,2,11,7063
0,42723.42092617581,North,Zone 2,8,3,3,3839,0,30,0,0,1,76,37.0,25,1,3,5,1,32081
0,63285.67490792344,North,Zone 6,0,0,4,5263,1,65,0,0,1,219,38.0,38,0,4,3,28,52124
0,14358.012698891118,North,Zone 4,8,1,4,4388,1,64,0,0,1,93,29.0,0,0,0,0,26,3101
0,60445.02407758202,North,Zone 6,1,0,2,6145,0,21,0,0,0,87,22.0,36,1,4,2,23,51065
0,23337.383457127835,South,Zone 2,2,0,2,3704,0,15,0,0,1,171,34.0,10,0,3,3,32,13107
0,30320.42869420449,South,Zone 4,0,0,3,4777,0,48,0,0,0,139,50.0,14,0,3,1,11,20080
0,36913.93098427645,West,Zone 4,8,3,4,4308,1,62,0,0,1,269,38.0,20,1,3,3,11,27136
0,24497.2954478031,South,Zone 4,6,0,1,4199,0,63,0,0,0,242,20.0,14,0,2,4,26,16080
0,61699.71610399927,North,Zone 2,3,0,2,4730,1,28,0,0,0,58,26.0,38,0,3,3,12,52059
1,17700.364960314768,North,Zone 5,8,1,3,3123,1,31,0,0,1,222,30.0,5,0,1,3,10,6083
0,27019.6111749927,North,Zone 5,6,1,2,7783,1,41,0,0,0,221,28.0,14,0,0,2,14,18089
0,31826.855524546576,North,Zone 6,2,0,2,5888,0,21,0,0,0,124,20.0,15,1,3,3,6,22132
0,34042.49863734798,South,Zone 2,4,0,2,4729,0,36,0,0,0,216,16.0,18,0,0,4,32,24074
0,28900.069057316716,South,Zone 6,2,4,2,6505,0,62,0,0,0,135,22.0,16,0,2,6,9,19127
0,39385.897214033364,West,Zone 3,8,0,2,4470,0,69,0,0,1,186,30.0,24,1,4,4,19,31064
0,41368.27140112029,West,Zone 6,3,0,7,4139,0,19,0,0,0,149,31.0,25,1,1,6,6,30117
0,26276.88126884196,North,Zone 6,8,0,3,5421,1,28,0,0,1,220,45.0,11,0,0,2,28,14108
0,65580.65426555142,West,Zone 6,5,0,6,5633,0,58,0,0,1,103,22.0,39,1,4,2,23,55067
0,17968.03632149322,West,Zone 6,0,0,2,6943,0,39,0,0,0,257,19.0,7,0,0,4,15,9056
0,15822.722188289039,North,Zone 3,6,3,1,5409,0,29,0,0,0,86,17.0,5,0,0,6,27,6131
0,24546.945783969095,North,Zone 6,6,2,3,5329,0,47,0,0,1,134,26.0,13,0,2,6,6,15138
0,17902.711250514796,South,Zone 4,2,0,2,5893,0,43,0,0,0,234,26.0,6,0,3,1,26,7134
0,33742.43066367115,South,Zone 3,4,0,3,3712,1,59,1,1,1,82,27.0,17,0,3,2,19,23059
0,48849.03124602778,West,Zone 4,8,0,2,4214,1,57,0,1,1,88,28.0,28,0,3,4,11,38110
0,27923.034665364237,North,Zone 4,1,2,4,5684,1,40,1,0,1,66,40.0,14,1,1,6,26,17137
0,31386.691793311544,South,Zone 2,4,0,3,5743,1,40,0,0,1,157,26.0,18,1,2,2,32,21093
0,25111.966742961722,North,Zone 6,6,0,3,4706,1,61,0,0,0,189,21.0,12,0,1,3,13,14147
0,29643.320978595642,South,Zone 1,2,0,2,5309,1,44,1,0,1,91,28.0,17,0,2,2,16,21078
1,45409.773673135234,South,Zone 6,1,0,2,6328,1,33,0,0,1,186,28.0,29,0,1,3,29,36063
0,33587.71823542296,South,Zone 5,5,0,3,5678,0,27,1,0,1,163,34.0,19,0,0,2,10,24105
0,49161.46682987794,South,Zone 6,1,0,2,6133,0,31,1,0,1,154,36.0,29,0,0,3,2,39072
0,37698.61360722674,South,Zone 6,1,0,3,4335,1,64,0,0,1,243,33.0,24,0,2,6,9,28077
0,46734.685532405965,North,Zone 6,5,0,2,5481,0,60,0,1,1,55,30.0,26,1,4,3,13,36134
0,39071.27817809787,West,Zone 3,8,3,4,5451,1,22,0,0,1,172,24.0,27,0,1,5,19,31090
0,36964.64752429964,South,Zone 3,4,0,3,3986,0,55,1,0,1,87,27.0,25,0,2,3,19,28104
0,17058.36771548101,South,Zone 3,3,0,2,4083,1,51,0,0,0,120,23.0,5,0,0,2,19,6113
0,43874.30421219443,South,Zone 5,7,0,3,4413,1,49,0,0,1,162,29.0,27,0,2,4,10,33056
0,45914.58688628795,West,Zone 4,7,1,4,4811,1,26,0,0,1,242,34.0,27,1,0,2,26,35110
0,37987.3748429275,North,Zone 1,8,0,2,6635,0,69,0,0,1,107,23.0,23,0,2,5,21,28102
0,38016.02191582562,West,Zone 3,8,2,4,4148,1,18,0,0,1,178,35.0,22,0,0,5,27,28056
0,48860.36764184849,North,Zone 5,4,0,2,5749,1,39,0,0,1,232,42.0,30,1,4,5,24,39117
0,17670.305359398335,West,Zone 2,3,4,3,4771,0,67,0,0,1,124,28.0,6,0,1,3,12,7057
0,25521.410891851097,West,Zone 6,5,0,3,5411,0,20,0,0,1,75,34.0,12,0,0,3,6,15132
0,40570.91689508257,West,Zone 3,4,0,2,4501,1,17,0,0,1,119,18.0,23,0,1,4,19,29059
0,34335.47231612199,West,Zone 6,0,0,4,4501,1,23,0,0,1,113,42.0,21,0,1,1,6,26095
0,30369.446127852047,North,Zone 6,6,1,2,5590,0,45,0,0,1,102,24.0,17,0,0,6,6,22089
0,52204.1216119176,West,Zone 4,4,1,4,4511,1,52,0,0,1,179,38.0,32,1,4,2,11,42145
0,31182.077615625276,North,Zone 4,3,0,2,6751,0,58,0,0,1,255,28.0,15,0,3,6,26,21109
0,23937.07947183391,North,Zone 1,2,0,2,5975,0,46,0,0,1,230,35.0,10,0,3,4,31,13068
0,28031.945050648144,West,Zone 5,4,5,4,5013,1,40,0,0,1,111,38.0,13,1,4,6,25,17072
0,31834.924657038635,North,Zone 6,6,0,3,6039,1,28,0,0,1,151,26.0,18,1,2,4,8,21081
0,14436.855498543733,North,Zone 6,5,3,2,5183,0,47,0,0,1,141,62.0,4,0,1,5,8,5087
0,29742.542666815596,North,Zone 6,4,1,5,4019,1,45,1,0,1,161,28.0,15,0,0,5,23,18088
0,16050.943181793216,North,Zone 6,4,0,3,4137,0,32,0,0,0,173,16.0,6,0,2,5,29,7078
0,58129.73545081387,West,Zone 6,7,0,4,5869,1,54,0,0,1,110,27.0,36,1,4,3,15,50090
0,18038.571489550406,West,Zone 6,8,0,5,3518,0,26,0,0,0,58,28.0,6,1,1,2,9,7061
1,15430.625590894238,South,Zone 6,7,1,4,4127,1,65,0,0,1,128,26.0,4,1,1,1,9,5056
0,16233.290660680137,North,Zone 6,5,2,2,5796,0,19,0,0,0,214,32.0,5,0,1,3,15,6085
0,43954.756683709595,South,Zone 5,2,0,2,5966,0,67,0,1,1,59,36.0,27,0,3,2,14,35064
0,36040.61377569522,North,Zone 3,5,5,4,5833,1,16,0,0,1,148,31.0,23,0,2,4,27,27112
0,23405.579560159178,West,Zone 6,8,0,3,4313,0,38,0,0,0,67,42.0,10,0,2,3,15,13129
0,14974.115906201658,North,Zone 6,7,0,3,5544,0,38,0,0,0,188,19.0,5,0,0,1,28,6060
0,29254.58645865428,North,Zone 6,7,0,2,4088,1,33,0,0,1,270,38.0,16,0,2,4,28,20055
0,21533.408007737227,North,Zone 5,1,0,4,5100,1,38,1,0,1,108,46.0,11,0,2,2,24,13094
0,14518.179079224976,North,Zone 1,2,5,3,8281,1,15,0,0,0,193,23.0,4,0,3,3,30,5116
0,57987.7200724639,West,Zone 5,7,0,5,5037,1,35,0,0,0,237,36.0,35,1,0,5,14,49133
0,33429.35085263425,North,Zone 5,5,0,2,4481,0,16,0,0,0,79,17.0,16,0,0,4,17,22117
0,44274.540636383856,North,Zone 6,8,2,3,4170,0,29,0,0,1,159,28.0,27,0,0,4,28,34112
1,32752.29097951864,West,Zone 4,3,2,4,4238,0,16,0,0,0,129,20.0,17,1,4,2,11,22130
0,18985.27898414069,North,Zone 6,3,1,3,4369,0,63,0,0,1,195,31.0,7,0,3,3,23,9122
0,17834.345256935565,North,Zone 5,2,0,4,4998,1,31,0,1,1,75,29.0,5,0,3,1,14,7091
0,47532.56179484907,South,Zone 1,2,1,2,4172,1,22,0,0,1,256,23.0,29,0,4,4,3,38095
0,33806.33058680259,North,Zone 4,0,0,3,4484,1,18,0,0,1,260,30.0,18,0,4,3,26,23063
1,23800.95198898013,West,Zone 6,4,0,3,6779,1,52,0,0,0,60,30.0,12,0,2,2,15,14117
0,17272.479378986278,West,Zone 5,4,3,2,4466,1,24,0,0,0,234,21.0,4,1,3,4,25,6090
0,49035.976547845385,North,Zone 6,3,0,3,5939,0,41,0,0,0,268,23.0,29,0,0,3,15,39113
0,47371.302888821396,North,Zone 6,7,0,3,4347,1,54,0,0,1,189,28.0,31,1,1,2,28,38139
0,14695.987954898332,North,Zone 6,7,3,2,4908,0,41,0,1,1,265,26.0,4,1,0,2,23,5102
0,39151.60712785175,West,Zone 6,0,2,6,5195,1,16,0,0,0,202,26.0,24,0,2,3,8,29101
1,53885.29403562243,South,Zone 3,3,0,2,4578,0,39,0,0,0,169,18.0,32,1,4,6,19,43087
0,35800.96236681892,West,Zone 5,0,0,3,4638,0,37,0,0,0,200,14.0,19,0,4,1,10,26101
0,25168.80584267367,South,Zone 5,4,0,2,5611,1,48,0,0,1,83,30.0,11,1,4,4,25,14115
0,37548.60816623507,North,Zone 3,4,0,4,5575,0,63,0,0,0,116,29.0,24,0,1,5,27,27056
0,41900.12137721668,South,Zone 6,2,0,4,4337,0,29,0,0,1,235,52.0,25,1,3,5,15,32103
0,38607.85628128154,South,Zone 4,0,3,3,4632,0,40,0,0,0,133,29.0,23,0,4,6,26,29134
0,20764.696410415258,North,Zone 6,5,0,2,4082,1,52,0,0,1,205,26.0,8,1,0,4,28,11120
1,46813.31180271203,North,Zone 6,4,0,2,4148,1,65,0,0,0,119,24.0,27,0,0,3,23,37143
0,36494.83406697844,East,Zone 4,0,0,6,4754,1,17,0,0,1,208,33.0,20,0,4,3,26,28125
0,17779.166174954127,South,Zone 2,6,0,3,5344,1,58,0,0,1,143,31.0,7,0,2,1,32,8097
0,29211.93953938032,West,Zone 2,1,1,2,3750,0,44,0,0,0,177,28.0,12,0,4,6,12,17067
1,56130.67854472161,South,Zone 5,0,0,4,5544,1,28,0,0,1,191,43.0,35,0,4,4,25,45151
0,33904.934434133465,South,Zone 2,3,0,4,5180,0,49,0,0,0,242,16.0,19,0,3,4,32,24109
0,16338.88580880084,North,Zone 6,6,0,3,4294,0,63,0,0,0,117,33.0,0,1,0,0,9,8092
0,40664.72623306098,West,Zone 6,5,0,4,4808,0,58,0,0,1,155,32.0,24,1,3,3,8,31087
0,39851.15858583208,North,Zone 6,3,3,2,4329,1,55,0,0,1,180,45.0,24,0,2,6,23,28151
0,32661.294033539427,South,Zone 6,0,0,3,3768,1,56,0,0,1,74,34.0,19,0,2,3,2,22106
0,39202.32701104818,East,Zone 5,8,1,7,4436,0,31,0,0,1,56,32.0,25,0,1,5,14,29085
0,40517.26603487776,North,Zone 2,3,0,4,4378,1,21,1,1,0,187,30.0,23,1,4,3,12,30105
0,42151.50272447453,West,Zone 4,3,3,4,4827,0,42,0,0,0,215,23.0,27,1,1,6,26,32144
0,30668.045900129157,South,Zone 1,0,3,2,6271,0,60,0,0,1,151,27.0,16,0,1,3,21,19109
1,25199.03320754964,South,Zone 4,7,0,1,5638,0,45,0,0,1,113,26.0,13,1,2,5,20,16125
0,40627.84435114612,East,Zone 6,3,0,5,5527,1,29,0,0,0,163,23.0,24,0,3,3,15,31133
0,22064.513379647637,West,Zone 6,0,0,2,5172,0,20,0,0,0,181,29.0,10,0,1,1,23,12143
0,34386.1066275521,West,Zone 5,5,0,2,4868,0,58,0,1,1,120,28.0,19,1,1,6,14,24127
0,15089.569148742317,West,Zone 5,4,3,4,4575,1,16,0,1,0,264,30.0,4,1,0,1,14,6119
0,58520.66550171457,North,Zone 3,3,0,2,4486,0,44,0,0,0,141,24.0,38,1,1,3,27,49101
0,16127.951401813836,South,Zone 3,5,1,2,5333,0,29,0,0,1,172,28.0,5,0,3,2,19,6081
0,48799.72402190359,West,Zone 6,7,0,4,5275,1,42,0,0,0,190,21.0,30,1,4,4,15,40129
0,47424.68133643518,West,Zone 2,3,0,4,4667,1,60,0,0,1,244,29.0,28,0,3,5,12,36116
1,35035.454474938495,West,Zone 2,0,0,4,5689,0,26,0,0,0,180,21.0,18,0,4,5,1,25074
0,59888.705211232096,West,Zone 5,6,0,4,4543,1,50,0,0,1,256,32.0,37,1,0,4,14,53150
0,54722.24169612712,North,Zone 6,6,0,2,5240,0,20,0,0,0,262,24.0,34,1,4,6,8,45104
0,21058.96432072141,South,Zone 6,1,3,2,4815,1,34,0,0,1,244,30.0,10,0,1,1,2,11144
0,38732.98729844114,West,Zone 2,7,1,3,5568,1,35,0,0,1,199,29.0,22,0,3,3,1,28100
0,40876.00673334703,West,Zone 4,2,3,4,5227,1,40,0,0,1,111,41.0,24,1,4,4,26,30061
0,37091.94534645184,North,Zone 4,7,1,4,5500,0,48,0,0,1,226,30.0,19,1,0,5,26,26111
0,18134.355452848627,North,Zone 6,5,0,3,6074,1,61,0,0,1,190,28.0,6,0,3,3,29,8101
0,40956.455532689026,West,Zone 3,3,0,3,5486,0,65,0,0,0,232,23.0,24,1,2,6,19,29091
0,43432.66593924608,North,Zone 5,3,2,3,4325,1,29,0,0,0,89,23.0,27,1,2,5,24,33124
0,14382.371678949294,West,Zone 4,0,3,4,5175,1,58,0,0,1,118,27.0,5,0,0,4,11,6088
0,27708.568627444518,South,Zone 6,5,2,2,4514,1,66,0,0,0,214,26.0,15,0,2,3,29,18064
0,47648.502549652556,North,Zone 5,6,1,4,4190,1,30,0,0,1,114,33.0,29,0,3,4,17,38108
0,37348.36673640652,South,Zone 5,2,3,2,5939,0,45,0,0,0,118,23.0,22,0,1,5,10,25131
0,30554.87633334175,North,Zone 6,3,1,5,7647,1,70,0,1,1,197,32.0,16,0,2,5,28,19125
1,32222.506626112507,South,Zone 6,4,3,2,5110,0,63,1,0,1,159,35.0,18,0,2,6,9,21055
0,37103.41365075493,North,Zone 6,0,1,4,4494,0,29,0,0,1,148,30.0,21,0,3,2,23,26086
1,34926.1606112451,West,Zone 1,8,0,4,5533,1,18,0,0,0,163,22.0,20,0,2,3,30,25127
0,33316.95625546883,West,Zone 5,4,0,4,4823,1,36,0,0,1,68,30.0,20,0,3,2,10,25083
0,20726.636601378297,West,Zone 5,7,0,4,4448,1,43,0,0,1,141,25.0,10,0,1,2,25,12147
0,41817.242260896266,West,Zone 4,5,0,3,4361,0,15,0,0,1,131,34.0,25,0,2,2,26,31080
0,14221.432357409414,North,Zone 6,0,0,2,6624,1,29,0,0,1,138,45.0,4,0,0,1,29,5077
0,18875.06923124385,West,Zone 3,5,0,4,4597,1,70,0,0,1,256,34.0,7,0,1,2,27,8147
0,39945.463746457746,North,Zone 6,0,1,2,4109,1,32,0,0,1,106,26.0,22,0,0,6,28,29139
0,35091.278459950874,West,Zone 4,7,1,2,5436,0,30,0,0,0,225,18.0,21,1,4,3,11,27105
0,35815.31517030917,North,Zone 6,3,0,2,4769,1,22,0,0,1,114,31.0,18,1,0,3,23,25137
0,42976.30568413479,West,Zone 5,0,2,2,6026,0,55,0,0,0,57,43.0,27,0,0,3,25,34111
0,13348.311530099858,South,Zone 6,6,0,2,4505,1,28,0,0,1,223,49.0,4,0,2,3,9,5094
0,36460.3757427759,West,Zone 4,5,0,2,4103,0,49,0,0,0,227,48.0,20,1,4,4,26,26145
0,42846.20301220531,South,Zone 1,3,3,4,4532,1,48,0,0,0,90,21.0,25,1,4,5,31,32137
0,24974.5601913016,North,Zone 5,6,4,1,5838,0,60,0,0,1,107,29.0,11,0,3,1,14,14127
0,22813.00526416394,North,Zone 3,7,0,2,5397,0,66,0,0,1,142,24.0,9,1,4,5,27,13091
0,54234.235156926974,West,Zone 5,5,0,2,6159,1,59,0,0,1,173,45.0,36,0,1,5,25,45120
0,19787.678622238192,South,Zone 4,6,3,2,7691,1,33,0,0,1,224,19.0,6,1,0,1,26,8093
0,35034.64778936222,West,Zone 5,4,0,4,4725,1,27,0,0,1,64,33.0,19,0,0,1,10,25113
0,40912.8786874888,North,Zone 6,2,0,4,5587,0,35,0,0,0,263,40.0,24,1,4,5,28,30085
0,32807.52415728866,North,Zone 6,8,0,2,3794,1,38,0,0,1,68,31.0,20,0,1,4,6,23089
0,33012.12401961829,West,Zone 6,4,0,3,5257,1,54,0,0,0,184,25.0,19,0,3,5,23,23082
0,17119.777951491902,South,Zone 5,6,0,3,3586,0,41,0,0,0,157,19.0,6,1,2,1,14,8108
0,56042.24289989041,South,Zone 6,5,0,2,9007,1,29,0,0,1,176,55.0,31,1,4,3,9,44101
0,37621.044044499555,West,Zone 6,4,1,4,4979,0,23,0,0,0,198,19.0,23,0,2,3,8,27100
0,39000.657872299475,West,Zone 5,5,0,3,5680,0,24,0,0,1,268,27.0,21,1,4,3,14,27058
0,43035.60775335968,South,Zone 4,4,0,2,4112,1,62,1,0,1,66,28.0,24,1,4,3,26,31095
0,32586.762123888075,South,Zone 4,7,0,4,4339,0,67,0,0,1,125,45.0,18,1,4,3,11,23090
0,33592.3234364674,South,Zone 6,1,0,2,4636,0,32,0,0,1,102,54.0,19,0,2,4,29,23070
0,14779.09802778422,South,Zone 5,4,0,2,4756,1,37,0,0,0,250,26.0,4,0,0,4,10,5073
0,18884.69710602196,North,Zone 2,7,3,4,5168,1,53,1,0,1,145,28.0,5,1,0,3,12,7079
0,14791.53452532581,West,Zone 2,6,1,6,4916,0,63,0,0,1,120,31.0,5,0,1,1,12,6074
1,28405.908430205272,North,Zone 6,4,1,4,3362,1,51,0,0,0,229,24.0,14,0,3,2,28,19122
0,14806.832278099508,North,Zone 6,6,5,3,3072,1,26,1,0,1,196,41.0,4,0,2,1,28,5130
0,14775.456890101528,West,Zone 6,2,1,2,5161,1,16,0,0,1,143,32.0,5,0,0,2,9,6079
0,32483.87129715202,North,Zone 6,6,0,3,2413,1,59,0,0,0,152,23.0,19,0,2,4,28,22071
0,14168.480444429728,West,Zone 5,0,0,4,6747,1,35,0,0,0,149,26.0,4,0,0,1,14,5067
1,42336.76276336025,West,Zone 6,0,1,4,4660,1,47,1,0,1,271,44.0,24,0,3,3,15,32083
0,29173.323440359356,West,Zone 5,4,1,3,5387,0,15,0,0,0,242,15.0,13,0,3,2,14,18067
0,25881.158203526786,North,Zone 5,3,0,4,5048,1,59,0,0,1,201,37.0,10,1,4,4,17,14055
0,37167.72783264475,North,Zone 5,5,1,2,3740,0,36,0,0,0,158,25.0,20,1,4,2,25,27064
0,24253.07763779322,North,Zone 3,4,0,2,5464,0,39,0,0,1,270,28.0,12,0,2,6,27,14103
0,17534.852351554873,South,Zone 6,8,0,2,4978,1,45,0,0,1,249,28.0,6,0,2,3,23,7060
0,29792.392590911026,North,Zone 6,6,0,2,4494,1,22,0,0,1,83,29.0,17,0,2,6,28,21078
0,51013.1354846076,North,Zone 6,1,0,3,4693,0,51,0,0,1,120,34.0,34,0,2,4,6,42082
0,30719.94639048641,West,Zone 4,6,1,5,2615,1,47,0,0,1,153,40.0,17,1,1,5,11,21064
1,29868.0539551031,West,Zone 3,7,0,4,5469,0,32,0,0,0,226,13.0,14,1,4,5,19,20090
0,37414.817924286646,North,Zone 5,5,1,5,3855,0,16,0,0,0,153,20.0,23,0,2,4,17,27147
0,57628.85925312899,North,Zone 6,4,0,3,8220,0,49,0,0,0,105,32.0,33,1,0,5,29,47099
0,32621.18270694339,North,Zone 6,1,0,4,3760,0,31,0,0,1,94,23.0,19,1,1,1,28,23141
0,29332.120376515777,West,Zone 2,4,3,2,5506,0,44,0,0,1,173,20.0,14,1,2,2,1,17143
0,22148.671940392476,North,Zone 6,2,1,2,7734,1,44,0,0,0,105,23.0,8,0,2,3,8,10110
0,16974.341984215705,West,Zone 2,4,0,2,5225,0,57,0,0,0,206,29.0,5,1,0,2,1,7074
0,47777.157571523305,West,Zone 5,3,0,4,5962,1,48,0,0,0,59,33.0,29,0,0,4,10,39125
0,41046.798307609126,South,Zone 4,6,0,3,4592,1,33,0,0,1,178,41.0,22,1,4,4,26,30092
1,30449.91447880476,North,Zone 2,7,0,2,3701,1,16,0,0,1,106,28.0,15,0,0,4,12,20088
0,25910.556237348654,North,Zone 1,1,1,3,4010,1,58,0,0,0,163,19.0,11,0,3,4,31,15070
0,39170.4792528494,North,Zone 6,5,1,2,5111,0,48,0,0,1,128,44.0,24,1,2,3,8,29060
1,28245.386492333615,West,Zone 6,1,1,4,4234,1,37,0,0,1,66,28.0,15,0,0,3,23,19067
0,17420.139956955583,West,Zone 3,6,1,4,4090,0,68,0,0,1,239,28.0,7,0,1,5,19,8061
0,30117.950774600475,West,Zone 2,1,0,2,5382,1,41,0,0,0,101,35.0,16,0,1,5,12,20106
0,19269.979271190612,South,Zone 6,1,1,2,3597,0,64,0,0,0,212,25.0,9,0,2,3,29,11116
0,42174.883503781835,North,Zone 5,3,0,2,6724,1,46,0,0,0,175,28.0,26,0,3,2,14,32108
0,40076.39012026788,South,Zone 6,0,0,2,7283,1,25,0,0,1,123,33.0,25,0,2,6,9,30113
0,38798.42399934516,North,Zone 3,3,0,3,4213,1,47,0,0,1,74,33.0,22,0,3,3,27,30114
0,18943.814610095586,North,Zone 5,5,0,4,3178,1,68,0,0,0,143,20.0,7,0,2,1,17,8148
1,37737.05961731293,West,Zone 4,5,0,4,5678,1,51,0,0,1,253,27.0,19,1,4,2,26,27070
0,17884.081403097844,East,Zone 3,3,0,4,3967,0,21,0,0,0,139,23.0,6,1,2,2,27,8102
0,32803.19690998834,North,Zone 6,1,0,2,5277,1,15,0,0,0,96,36.0,18,0,4,5,6,23073
0,28826.199460741325,South,Zone 3,5,1,3,6163,0,17,0,0,0,195,32.0,14,1,0,5,27,19090
0,17270.162680735386,West,Zone 5,1,0,2,6255,0,60,1,0,1,219,24.0,7,0,2,3,14,8083
0,14954.171701683288,South,Zone 6,3,5,3,4600,1,59,0,0,1,242,49.0,4,1,3,4,2,5098
0,24603.0594107646,South,Zone 5,6,0,2,3840,1,49,0,0,1,171,27.0,11,1,2,1,25,14066
0,30230.00899521004,South,Zone 2,4,3,4,4731,0,66,0,0,0,82,16.0,19,0,2,6,32,22066
0,51426.59910629071,North,Zone 6,6,0,3,4526,0,21,0,0,0,268,24.0,34,0,2,6,28,42091
0,20659.049175488486,North,Zone 3,2,0,4,5126,1,48,1,0,1,236,27.0,10,0,1,3,27,12093
1,36022.98164850878,South,Zone 3,5,1,2,3548,1,17,0,0,1,262,37.0,21,0,3,5,19,28142
0,32147.64100955839,North,Zone 5,7,0,2,4710,1,55,0,0,1,154,27.0,17,0,1,6,24,21057
0,21002.66108484244,North,Zone 6,2,2,3,4695,0,29,0,0,1,129,28.0,9,0,4,5,6,12138
0,61998.51824507924,West,Zone 4,8,0,3,5263,1,26,0,0,0,239,24.0,39,0,3,4,26,52088
0,41651.929283750775,North,Zone 4,1,0,3,3750,1,39,1,0,1,253,33.0,25,0,0,4,26,31070
0,41526.23259382644,North,Zone 6,2,2,4,4066,1,41,0,0,1,135,37.0,27,0,2,4,28,32128
0,14669.694512290462,South,Zone 4,5,2,4,4505,0,64,0,0,1,63,28.0,4,1,3,6,26,5098
0,20799.087626447028,West,Zone 4,8,0,3,4641,1,61,0,0,1,243,23.0,9,1,4,3,26,12099
0,46119.782951654786,North,Zone 4,7,0,3,4796,0,18,0,0,1,254,26.0,28,0,0,6,26,37108
0,14417.895631208183,South,Zone 2,3,0,2,6414,0,19,0,0,1,105,28.0,4,1,0,2,32,5109
0,35806.652879800095,West,Zone 5,1,0,3,5510,0,26,0,0,1,57,26.0,20,0,0,2,14,26058
0,40571.946760876075,North,Zone 6,5,0,3,5221,0,46,0,0,1,117,26.0,24,1,4,3,13,31063
0,16297.33500035512,West,Zone 4,3,4,4,4327,0,37,0,0,0,195,26.0,5,0,1,2,26,6063
